epoch	loss	mean_absolute_error	val_loss	val_mean_absolute_error
17	0.03754357276139436	0.03754357502071394	0.038052668820859656	0.038052668820859656
18	0.03734695108572918	0.03734695374172319	0.03775030381856831	0.03775030381856831
19	0.03703692863281402	0.03703693120257446	0.03979516973184353	0.03979516973184353
20	0.03673739925337335	0.036737401564433066	0.038054720489998105	0.038054720489998105
21	0.03639694060957818	0.03639694324832548	0.03703298947894601	0.03703298947894601
22	0.036337410324011686	0.036337412945512265	0.03828516069592701	0.03828516069592701
23	0.03607581722274147	0.036075819844242046	0.040129898790770245	0.040129898790770245
24	0.03590503910177008	0.03590504163703709	0.038944965838540894	0.038944965838540894
25	0.035780184246875624	0.035780187075336777	0.036259226384572685	0.036259226384572685
26	0.03585421365547787	0.03585421696684703	0.0374039807356894	0.0374039807356894
27	0.035883652960398686	0.03588365614241748	0.03887032740749419	0.03887032740749419
28	0.03520351186118744	0.035203515327777025	0.03783326766332956	0.03783326766332956
29	0.035182659402144725	0.03518266208400881	0.036656759653447404	0.036656759653447404
30	0.03531055785370646	0.035310560958115036	0.03636737803807827	0.03636737803807827
31	0.03523692429169185	0.03523692724088	0.03789036416586627	0.03789036416586627
32	0.034856820892956525	0.03485682391975489	0.036698819888341755	0.036698819888341755
33	0.03458942774752224	0.03458943093816439	0.03759766465777324	0.03759766465777324
34	0.03464461199042422	0.03464461481888537	0.036284277239314246	0.036284277239314246
35	0.03455822301718096	0.0345582258887589	0.03675174320772014	0.03675174320772014
36	0.03407594208019199	0.03407594528808086	0.035958718073002445	0.035958718073002445
37	0.034185782833783714	0.03418578579159522	0.037787948890278734	0.037787948890278734
38	0.03391667508037278	0.033916678081301076	0.03663780547126576	0.03663780547126576
39	0.03396679682622629	0.03396680012034873	0.03670536954800978	0.03670536954800978
40	0.03374715814263456	0.03374716079000522	0.036504804167499835	0.036504804167499835
41	0.033784718330328666	0.03378472115016646	0.035182092265501896	0.035182092265501896
42	0.03371236158569378	0.033712365078153436	0.036824872859546706	0.036824872859546706
43	0.03351402268055136	0.03351402607815409	0.03495150768301553	0.03495150768301553
44	0.03368029144109675	0.033680294657608974	0.03892836733117561	0.03892836733117561
45	0.0335185787278331	0.033518582237539465	0.03403379759078638	0.03403379759078638
46	0.03314841669742708	0.03314842043996409	0.03500968840024951	0.03500968840024951
47	0.033124392136448515	0.03312439527535052	0.03430700705912723	0.03430700705912723
48	0.03266267548315227	0.03266267884626157	0.0350353685207665	0.0350353685207665
49	0.03282011368881083	0.032820116853582916	0.034971964517522054	0.034971964517522054
50	0.032811948788110855	0.03281195178903915	0.03433835360704473	0.03433835360704473
51	0.032524324479271415	0.03252432748882307	0.03442915093533143	0.03442915093533143
52	0.03245244930601782	0.03245245241042641	0.03445057376046424	0.03445057376046424
53	0.03218414017033798	0.03218414327474656	0.03395242723032694	0.03395242723032694
54	0.03255032700555468	0.032550330429027476	0.03447064458547781	0.03447064458547781
55	0.032259144699545925	0.03225914826961579	0.03436951322213712	0.03436951322213712
56	0.03181756682762945	0.03181757009588182	0.03263416299941363	0.03263416299941363
57	0.03161174703078965	0.031611750169691664	0.03342890507903778	0.03342890507903778
58	0.03155799681769201	0.03155799983586702	0.03356200864504057	0.03356200864504057
59	0.0314445533806941	0.03144455643336254	0.03292257462938627	0.03292257462938627
60	0.03130494733341038	0.03130495064477953	0.03363594718501662	0.03363594718501662
61	0.0313219978750028	0.03132200113463181	0.0344064155921202	0.0344064155921202
62	0.0312550593495231	0.031255062893722894	0.034441411769000334	0.034441411769000334
63	0.03109161327248094	0.031091616704577097	0.03344212017556721	0.03344212017556721
64	0.03126915621019348	0.03126915951293928	0.032841726676216	0.032841726676216
65	0.030913976659239444	0.030913980005102024	0.034070708491425544	0.034070708491425544
66	0.030766116519872513	0.030766119641527808	0.03221432468422723	0.03221432468422723
67	0.031031724177645863	0.03103172720444423	0.0350778919937848	0.0350778919937848
68	0.030633571195519634	0.030633574377538428	0.0340962101817476	0.0340962101817476
69	0.030874599685409555	0.030874602893298422	0.031800836406613665	0.031800836406613665
70	0.03032986950819139	0.030329872608288296	0.03254077643914907	0.03254077643914907
71	0.03040304467840879	0.030403047739700588	0.03197477488019676	0.03197477488019676
72	0.030378225009405502	0.0303782280706973	0.03348416122780354	0.03348416122780354
73	0.029959455891339866	0.029959459116475448	0.032774152889571806	0.032774152889571806
74	0.029751423987801427	0.029751427281923867	0.03168603671386976	0.03168603671386976
75	0.030070318667976943	0.03007032184999574	0.03288110402085025	0.03288110402085025
76	0.02983910592134904	0.029839109318951767	0.0324199130948357	0.0324199130948357
77	0.02953149015687544	0.029531493584659917	0.03278555896098691	0.03278555896098691
78	0.029262402681288897	0.02926240589780112	0.03285628041097274	0.03285628041097274
79	0.029577364412101882	0.02957736793043161	0.031829140054199984	0.031829140054199984
80	0.029505846521782654	0.029505849600321165	0.030313004683530716	0.030313004683530716
81	0.02935313159185979	0.029353134963592445	0.030965919821971544	0.030965919821971544
82	0.029128379636892566	0.029128382905144936	0.03286954443643077	0.03286954443643077
83	0.029238012170902005	0.029238015490894515	0.03202177620389395	0.03202177620389395
84	0.02893527592877271	0.028935278990064508	0.02937905618024093	0.02937905618024093
85	0.029008587455825397	0.02900859098709016	0.03127333739582725	0.03127333739582725
86	0.02884554321429244	0.028845546629141877	0.0324147611045865	0.0324147611045865
87	0.028479563546608442	0.028479566866600955	0.030506819680643577	0.030506819680643577
88	0.028613881212314247	0.028613884502125007	0.030398789114163566	0.030398789114163566
89	0.028478263092606707	0.02847826647296272	0.02993763947678316	0.02993763947678316
90	0.02859883900317881	0.02859884241802825	0.02972880011010501	0.02972880011010501
91	0.02808292219587774	0.028082925515870254	0.030068073878754622	0.030068073878754622
92	0.027980605830196983	0.027980609296786564	0.02987523647715096	0.02987523647715096
93	0.028279745537373755	0.028279748797002766	0.028796765364758257	0.028796765364758257
94	0.027870567429258867	0.027870570826861594	0.030767293961684185	0.030767293961684185
95	0.028233765538229986	0.02823376881510571	0.030041535734198987	0.030041535734198987
96	0.027939438474950968	0.027939441596606263	0.029977558603234315	0.029977558603234315
97	0.027954900223347876	0.02795490359939221	0.02976473415684369	0.02976473415684369
98	0.028151762895975953	0.028151766586772823	0.029252126696519554	0.029252126696519554
99	0.02740847895404807	0.027408482399079257	0.028452761648050336	0.028452761648050336
100	0.02769366980323361	0.02769367306286262	0.03029423284008064	0.03029423284008064
101	0.027570552641042956	0.027570556004152254	0.02917471469198871	0.02917471469198871
102	0.027406149621432025	0.027406153040593146	0.0299101557164384	0.0299101557164384
103	0.027507638347473135	0.02750764177525761	0.02894664248796525	0.02894664248796525
104	0.026829080199132913	0.026829083648475784	0.030187378521077335	0.030187378521077335
105	0.027214366895215655	0.027214370331623487	0.030052939567852904	0.030052939567852904
106	0.027188806052975082	0.027188809493694593	0.028483463453422127	0.028483463453422127
107	0.02696361231048488	0.02696361550975039	0.028254569568498818	0.028254569568498818
108	0.026872364924875675	0.026872368037907615	0.028899002117449762	0.028899002117449762
109	0.026896963835935348	0.026896967086941004	0.02897503584433623	0.02897503584433623
110	0.026838748237221606	0.026838751630512653	0.02804894230104293	0.02804894230104293
111	0.026548952161748376	0.026548955490364245	0.027542819473806216	0.027542819473806216
112	0.026627033647080814	0.02662703701450179	0.02815574836589534	0.02815574836589534
113	0.02684813499002269	0.02684813852559913	0.02889814043495183	0.02889814043495183
114	0.02657272492500919	0.026572728176014842	0.02712577513712286	0.02712577513712286
115	0.026105259251953276	0.026105262606439215	0.028058360742525785	0.028058360742525785
116	0.02620819886215031	0.026208202208012895	0.02789497464524444	0.02789497464524444
117	0.02634562720561883	0.026345630400572664	0.02735093524420841	0.02735093524420841
118	0.025943174518437848	0.025943177743573433	0.028308853916651396	0.028308853916651396
119	0.026169520600146993	0.026169523734737327	0.028449939908804716	0.028449939908804716
120	0.025843213911651185	0.02584321722302034	0.02709172173032399	0.02709172173032399
121	0.025831309362763056	0.02583131255340521	0.027111243271199917	0.027111243271199917
122	0.02600563326160665	0.026005636508300626	0.02787000719992513	0.02787000719992513
123	0.02569245353030662	0.0256924566950787	0.02767907919500161	0.02767907919500161
124	0.025738436090587465	0.02573843885006176	0.026913192864783383	0.026913192864783383
125	0.02530788557810916	0.025307888919660064	0.02726131352742582	0.02726131352742582
126	0.0253891555454444	0.025389158516190946	0.027291367925634538	0.027291367925634538
127	0.02535161661863741	0.025351619783409492	0.0270238569204661	0.0270238569204661
128	0.024877514642732287	0.02487751779888101	0.02666809367602346	0.02666809367602346
129	0.025133309683210595	0.025133312710008963	0.027440959656680072	0.027440959656680072
130	0.025129428124745137	0.025129431259335467	0.026986917008697573	0.026986917008697573
131	0.02514178765920439	0.025141790828288154	0.026272220972545998	0.026272220972545998
132	0.024922363550609186	0.024922366689511196	0.026058869322123764	0.026058869322123764
133	0.02513659926114121	0.025136602352614754	0.025991631883058558	0.025991631883058558
134	0.024654025768136814	0.02465402882511693	0.026965537712115933	0.026965537712115933
135	0.024474582863385202	0.0244745859850405	0.026717464129130047	0.026717464129130047
136	0.0246843708316899	0.024684374117188983	0.026147111918328813	0.026147111918328813
137	0.024761495715076173	0.024761498603900825	0.027522639742259075	0.027522639742259075
138	0.024375255422287242	0.02437525847926736	0.027601221487943636	0.027601221487943636
139	0.024514165974256617	0.024514168789782735	0.025547642821308086	0.025547642821308086
140	0.024402150440167775	0.024402153458342783	0.025749096802125376	0.025749096802125376
141	0.024384929436362453	0.024384932536459354	0.025666333825534418	0.025666333825534418
142	0.024200874510117702	0.024200877623149642	0.026164719433937635	0.026164719433937635
143	0.0242383216800927	0.02423832473276114	0.025485130080832512	0.025485130080832512
144	0.023989595127878367	0.02398959825815702	0.02520355831236682	0.02520355831236682
145	0.023985761821407964	0.023985764869764722	0.02484848886443716	0.02484848886443716
146	0.024144009402435686	0.024144012644817983	0.02525813246568389	0.02525813246568389
147	0.024035435937414015	0.024035439041822596	0.025072413268154143	0.025072413268154143
148	0.024124177323688788	0.024124180527265976	0.024640907544246013	0.024640907544246013
149	0.023799871198005147	0.023799874095453158	0.02471123460067988	0.02471123460067988
150	0.02372714541680007	0.02372714822801451	0.026425214477866475	0.026425214477866475
151	0.023916458935235387	0.02391646163865786	0.02541874392665233	0.02541874392665233
152	0.023650757657984894	0.023650760365719045	0.025210679644563545	0.025210679644563545
153	0.0235394648000322	0.023539467650051746	0.02522805942808864	0.02522805942808864
154	0.02337527666585865	0.02337527939946287	0.025475057915577456	0.025475057915577456
155	0.023532068977753322	0.023532071560448793	0.025157527898921183	0.025157527898921183
156	0.02346763051011496	0.023467633299771005	0.026103988755494356	0.026103988755494356
157	0.023280886062248436	0.02328088879154098	0.02473870400960247	0.02473870400960247
158	0.023157885988001472	0.02315788888544948	0.024980809257141554	0.024980809257141554
159	0.023090516165312793	0.023090519114500947	0.024464338151220646	0.024464338151220646
160	0.023275503668830626	0.023275506747369137	0.02515771238055701	0.02515771238055701
161	0.02303093586858638	0.023030938960059925	0.02482553267273707	0.02482553267273707
162	0.023194114854386834	0.02319411776476988	0.024722015161791608	0.024722015161791608
163	0.02319069392979145	0.023190697090251854	0.025986840763060307	0.025986840763060307
164	0.023071166636698223	0.02307116967643163	0.02469045492708338	0.02469045492708338
165	0.022999578569498327	0.022999581462634658	0.023699508546592876	0.023699508546592876
166	0.0231150013472264	0.023115004016155447	0.024639169103465974	0.024639169103465974
167	0.022735078586265445	0.0227350815354536	0.0245877780878261	0.0245877780878261
168	0.022644874941626633	0.022644877502763713	0.02407184363498042	0.02407184363498042
169	0.022466602709351316	0.022466605322228536	0.023960685792930977	0.023960685792930977
170	0.022692801667963742	0.022692804423126357	0.023732279550232407	0.023732279550232407
171	0.022634039335470233	0.022634042250164958	0.023424388957209885	0.023424388957209885
172	0.022730107777062112	0.022730110769367054	0.02394513058890071	0.02394513058890071
173	0.02231416606809944	0.02231416910783284	0.023945611455322553	0.023945611455322553
174	0.022271796414214704	0.022271799242675857	0.023692902751025504	0.023692902751025504
175	0.022316213697195053	0.02231621653859124	0.02416539384716156	0.02416539384716156
176	0.0224174927290598	0.02241749587227349	0.024261079267253755	0.024261079267253755
177	0.022133858495012478	0.02213386139246049	0.02406159012052403	0.02406159012052403
178	0.022114537009555433	0.02211453976040637	0.02355161722516641	0.02355161722516641
179	0.02231438082849814	0.0223143839372184	0.02297104665733598	0.02297104665733598
180	0.021857416119288514	0.021857418839957704	0.022795846291248582	0.022795846291248582
181	0.021762725371108564	0.021762728208193072	0.02319896910167127	0.02319896910167127
182	0.021870393638016173	0.021870396613074397	0.023510156979749876	0.023510156979749876
183	0.02180010202789196	0.021800105196975724	0.023138417849420674	0.023138417849420674
184	0.021917941488532558	0.021917944295435317	0.023850872043382237	0.023850872043382237
185	0.02192986819082526	0.021929870885624377	0.023549816797539178	0.023549816797539178
186	0.021675773646199593	0.02167577619008996	0.02338241793094548	0.02338241793094548
187	0.02140410441077418	0.02140410735996233	0.023440466973827116	0.023440466973827116
188	0.02178673334505961	0.021786736302871118	0.023276003543287516	0.023276003543287516
189	0.021589238989960263	0.021589242102992203	0.022733892299045152	0.022733892299045152
190	0.02151217461667127	0.02151217745806746	0.022404484194272233	0.022404484194272233
191	0.021266840920024725	0.02126684371399245	0.02304252248291892	0.02304252248291892
192	0.0211930301523319	0.021193032726404017	0.022402065877233528	0.022402065877233528
193	0.02188323892187327	0.021883241750334424	0.02264465278023164	0.02264465278023164
194	0.02142471029785358	0.021424712975405984	0.023394263235213993	0.023394263235213993
195	0.021155625068651582	0.021155627789320768	0.022664592277982995	0.022664592277982995
196	0.021134049191864	0.02113405190390983	0.02252030399783204	0.02252030399783204
197	0.021446670677202444	0.021446673639325634	0.02334416220266441	0.02334416220266441
198	0.021509548631945142	0.02150955141728951	0.022312281345000008	0.022312281345000008
199	0.021208280546556192	0.0212082832025502	0.022612814347397675	0.022612814347397675
200	0.02109181749444731	0.021091820249609924	0.0226243837495093	0.0226243837495093
201	0.02102930260028828	0.021029305139866967	0.022076301744500933	0.022076301744500933
202	0.020741182159528963	0.02074118467323758	0.022358245436205633	0.022358245436205633
203	0.02052195361142771	0.020521956013032683	0.02245319946841509	0.02245319946841509
204	0.021303430479882215	0.021303433170369653	0.02250298054638767	0.02250298054638767
205	0.021106868158784455	0.021106871008804	0.02241246409593495	0.02241246409593495
206	0.020930464207022277	0.02093046686301629	0.022176598093075747	0.022176598093075747
207	0.020891000693491486	0.020891003599562856	0.022660188583864108	0.022660188583864108
208	0.02085158968758252	0.02085159272731592	0.02225463507110598	0.02225463507110598
209	0.020860236103611964	0.020860238707865828	0.02233866295298665	0.02233866295298665
210	0.020740501923245138	0.02074050459217418	0.022980518194984784	0.022980518194984784
211	0.020791547907585348	0.02079155052046257	0.022746275595165098	0.022746275595165098
212	0.020442489435447863	0.0204424917637543	0.0219649677897838	0.0219649677897838
213	0.020628475183103647	0.020628477757175762	0.021756163597779557	0.021756163597779557
214	0.020421986580239953	0.020421988856806246	0.0211565504712915	0.0211565504712915
215	0.02010289469250926	0.0201028971415427	0.02182915729591278	0.02182915729591278
216	0.020434658655344887	0.020434661130248395	0.02169912234293642	0.02169912234293642
217	0.020426655593500646	0.02042665783557351	0.021327968971389864	0.021327968971389864
218	0.020295865838070987	0.020295868403519744	0.021742125692846323	0.021742125692846323
219	0.020483133413277014	0.020483136034777596	0.021734363671081763	0.021734363671081763
220	0.02031610301626777	0.02031610573693696	0.021586844171569856	0.021586844171569856
221	0.020175943444310514	0.02017594573812352	0.02112818951934093	0.02112818951934093
222	0.020066978785002396	0.020066981596216834	0.021960441985693586	0.021960441985693586
223	0.019945388120875037	0.01994539071219387	0.02136929399394258	0.02136929399394258
224	0.019979836988366313	0.019979839545191714	0.021523423417454102	0.021523423417454102
225	0.020157296646006958	0.02015729938823454	0.021554605480223137	0.021554605480223137
226	0.019866876765499236	0.019866879218844353	0.021118856027627503	0.021118856027627503
227	0.01987659029610869	0.019876592986596126	0.020870103632289642	0.020870103632289642
228	0.01971160140129979	0.019711603755476297	0.02050605626168868	0.02050605626168868
229	0.019707379979081452	0.019707382497101748	0.021197538991044793	0.021197538991044793
230	0.01968020587486939	0.019680208379954652	0.020957059796071716	0.020957059796071716
231	0.01956262627047383	0.01956262862033866	0.021599107290428406	0.021599107290428406
232	0.020025269852744207	0.020025272629465216	0.020785533665696642	0.020785533665696642
233	0.019562751199205027	0.019562753917718376	0.020832329015118174	0.020832329015118174
234	0.019441315261819574	0.019441317853138403	0.021112220120374805	0.021112220120374805
235	0.019786253567198635	0.019786256016232073	0.0210896480970809	0.0210896480970809
236	0.01974492488834248	0.019744927158441256	0.020709021562382718	0.020709021562382718
237	0.019451109002585763	0.019451111529229417	0.020863659204527114	0.020863659204527114
238	0.019537328505302192	0.019537331036257523	0.021187685006427474	0.021187685006427474
239	0.019703288256466663	0.019703290640824923	0.020376478983692964	0.020376478983692964
240	0.01956927133465393	0.019569273727635544	0.020750563199355924	0.020750563199355924
241	0.019394820465499327	0.01939482287572766	0.02045975706143374	0.02045975706143374
242	0.019031817701438233	0.019031820059926423	0.020665171832122183	0.020665171832122183
243	0.019072022013090276	0.019072024509552175	0.02088325619223286	0.02088325619223286
244	0.01933450404451125	0.019334506346947618	0.020584191033978842	0.020584191033978842
245	0.019061188416176097	0.019061190990248212	0.02023299687317814	0.02023299687317814
246	0.019384815107548126	0.01938481750484142	0.020315680752025434	0.020315680752025434
247	0.01920366514025739	0.019203667485810542	0.02021993351108567	0.02021993351108567
248	0.01895183046710574	0.01895183290535998	0.02043969006519075	0.02043969006519075
249	0.019020684559277638	0.019020686646130075	0.020425739075074455	0.020425739075074455
250	0.01933254816793595	0.019332550591099316	0.020535077957902104	0.020535077957902104
251	0.019204053743225005	0.01920405604781721	0.020725189958250633	0.020725189958250633
252	0.019292040089904157	0.019292042319041986	0.02059641617557241	0.02059641617557241
253	0.019007777717585366	0.019007779830307873	0.020149619585868937	0.020149619585868937
254	0.018736274313630053	0.01873627642204088	0.02021601444317235	0.02021601444317235
255	0.01879065313497213	0.01879065530805814	0.020812686917553138	0.020812686917553138
256	0.018845112209587737	0.01884511442147885	0.019834251244362718	0.019834251244362718
257	0.018934366194082907	0.01893436831974045	0.020201705762668064	0.020201705762668064
258	0.01916424880080201	0.01916425114204348	0.019926313256965606	0.019926313256965606
259	0.019222849113349285	0.01922285151064258	0.019442992942424974	0.019442992942424974
260	0.018768422555661312	0.018768424862409355	0.020051580543319385	0.020051580543319385
261	0.018698483317469556	0.01869848552936067	0.019820909258366253	0.019820909258366253
262	0.018794432191902563	0.018794434783221396	0.019627997286281444	0.019627997286281444
263	0.018529247483928448	0.018529249734624668	0.01965992114316948	0.01965992114316948
264	0.01841351145412773	0.018413513810460077	0.01983986877409431	0.01983986877409431
265	0.018671418484127907	0.018671420816746023	0.020020018141992665	0.020020018141992665
266	0.018593306821357045	0.01859330903324816	0.020170988379201543	0.020170988379201543
267	0.018326753034704813	0.018326755406128034	0.02014905633404851	0.02014905633404851
268	0.018225513351218844	0.018225515610538423	0.019736531388911384	0.019736531388911384
269	0.0182495783255608	0.01824958048140009	0.01924023392752537	0.01924023392752537
270	0.01829596889567458	0.018295971191643428	0.01927104188103436	0.01927104188103436
271	0.018365041758106264	0.018365044047607592	0.019878475249882926	0.019878475249882926
272	0.018506812802688392	0.01850681527328022	0.019679694100179605	0.019679694100179605
273	0.01873519895512059	0.018735201244621916	0.019330593681876996	0.019330593681876996
274	0.018306259934669705	0.01830626212500243	0.020038479246000794	0.020038479246000794
275	0.018582668220106926	0.018582670425530523	0.01988349453852236	0.01988349453852236
276	0.018481672500018722	0.01848167494474048	0.019358065041834144	0.019358065041834144
277	0.01826567326982816	0.018265675550706132	0.019390487599324574	0.019390487599324574
278	0.018148862403231086	0.018148864628057235	0.019557712239609962	0.019557712239609962
279	0.018297620798909554	0.018297623023735703	0.019113351870112604	0.019113351870112604
280	0.01787943937988193	0.017879441662915743	0.01896092830510396	0.01896092830510396
281	0.017728496045391593	0.017728498207698402	0.018762318528455647	0.018762318528455647
282	0.018258883165092103	0.018258885262723738	0.019259659136878327	0.019259659136878327
283	0.018181303511718632	0.018181305755947338	0.0191751592156598	0.0191751592156598
284	0.018077731529181754	0.01807773380143637	0.01970712698163913	0.01970712698163913
285	0.018141034966834856	0.0181410372628037	0.019220027774011855	0.019220027774011855
286	0.018190691105297044	0.018190693256824656	0.018855924863601103	0.018855924863601103
287	0.01771991620167952	0.017719918439440704	0.019290410381034708	0.019290410381034708
288	0.017810622391860105	0.01781062457572531	0.018956441772860235	0.018956441772860235
289	0.01829484712841265	0.018294849433004856	0.01926951258576958	0.01926951258576958
290	0.017871654614012827	0.017871656929384225	0.01891603466571757	0.01891603466571757
291	0.01821403714603986	0.01821403949159301	0.019382681255659985	0.019382681255659985
292	0.01812403933878091	0.018124041526957794	0.01959064117249067	0.01959064117249067
293	0.017981570218344806	0.01798157245179431	0.019138998204316186	0.019138998204316186
294	0.017953071790678357	0.017953073877530795	0.018910351792497008	0.018910351792497008
295	0.01814607441580544	0.018146076864838875	0.018866253905731288	0.018866253905731288
296	0.017918410253952497	0.017918412612440687	0.01823931950558391	0.01823931950558391
297	0.017435351945028675	0.01743535391115411	0.018552491023136233	0.018552491023136233
298	0.017642040040637193	0.01764204231073597	0.018941969030829904	0.018941969030829904
299	0.018048869553711957	0.018048871713862928	0.018562813426359317	0.018562813426359317
